id,filepath,category,traditional,region,occasion,price_range
img_0037,seed_data/images/01_traditional_clothing/image_037_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0038,seed_data/images/01_traditional_clothing/image_038_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0039,seed_data/images/01_traditional_clothing/image_039_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0040,seed_data/images/01_traditional_clothing/image_040_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0041,seed_data/images/01_traditional_clothing/image_041_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0042,seed_data/images/01_traditional_clothing/image_042_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0043,seed_data/images/01_traditional_clothing/image_043_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0044,seed_data/images/01_traditional_clothing/image_044_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0045,seed_data/images/01_traditional_clothing/image_045_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0046,seed_data/images/01_traditional_clothing/image_046_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0047,seed_data/images/01_traditional_clothing/image_047_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0048,seed_data/images/01_traditional_clothing/image_048_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0049,seed_data/images/01_traditional_clothing/image_049_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0050,seed_data/images/01_traditional_clothing/image_050_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0051,seed_data/images/01_traditional_clothing/image_051_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0052,seed_data/images/01_traditional_clothing/image_052_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0053,seed_data/images/01_traditional_clothing/image_053_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0054,seed_data/images/01_traditional_clothing/image_054_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0055,seed_data/images/01_traditional_clothing/image_055_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0056,seed_data/images/01_traditional_clothing/image_056_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0057,seed_data/images/01_traditional_clothing/image_057_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0058,seed_data/images/01_traditional_clothing/image_058_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0059,seed_data/images/01_traditional_clothing/image_059_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0060,seed_data/images/01_traditional_clothing/image_060_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0061,seed_data/images/01_traditional_clothing/image_061_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0062,seed_data/images/01_traditional_clothing/image_062_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0063,seed_data/images/01_traditional_clothing/image_063_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0064,seed_data/images/01_traditional_clothing/image_064_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0065,seed_data/images/01_traditional_clothing/image_065_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0066,seed_data/images/01_traditional_clothing/image_066_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0067,seed_data/images/01_traditional_clothing/image_067_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0068,seed_data/images/01_traditional_clothing/image_068_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0069,seed_data/images/01_traditional_clothing/image_069_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0070,seed_data/images/01_traditional_clothing/image_070_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0071,seed_data/images/01_traditional_clothing/image_071_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0072,seed_data/images/01_traditional_clothing/image_072_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0073,seed_data/images/01_traditional_clothing/image_073_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0074,seed_data/images/01_traditional_clothing/image_074_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0075,seed_data/images/01_traditional_clothing/image_075_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0076,seed_data/images/01_traditional_clothing/image_076_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0077,seed_data/images/01_traditional_clothing/image_077_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0078,seed_data/images/01_traditional_clothing/image_078_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0079,seed_data/images/01_traditional_clothing/image_079_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0080,seed_data/images/01_traditional_clothing/image_080_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0081,seed_data/images/01_traditional_clothing/image_081_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0082,seed_data/images/01_traditional_clothing/image_082_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0083,seed_data/images/01_traditional_clothing/image_083_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0084,seed_data/images/01_traditional_clothing/image_084_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0085,seed_data/images/01_traditional_clothing/image_085_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0086,seed_data/images/01_traditional_clothing/image_086_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0087,seed_data/images/01_traditional_clothing/image_087_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0088,seed_data/images/01_traditional_clothing/image_088_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0089,seed_data/images/01_traditional_clothing/image_089_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0090,seed_data/images/01_traditional_clothing/image_090_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0091,seed_data/images/01_traditional_clothing/image_091_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0092,seed_data/images/01_traditional_clothing/image_092_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0093,seed_data/images/01_traditional_clothing/image_093_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0094,seed_data/images/01_traditional_clothing/image_094_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0095,seed_data/images/01_traditional_clothing/image_095_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0096,seed_data/images/01_traditional_clothing/image_096_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0097,seed_data/images/01_traditional_clothing/image_097_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0098,seed_data/images/01_traditional_clothing/image_098_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0099,seed_data/images/01_traditional_clothing/image_099_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0100,seed_data/images/01_traditional_clothing/image_100_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0101,seed_data/images/01_traditional_clothing/image_101_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0102,seed_data/images/01_traditional_clothing/image_102_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0103,seed_data/images/01_traditional_clothing/image_103_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0104,seed_data/images/01_traditional_clothing/image_104_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0105,seed_data/images/01_traditional_clothing/image_105_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0106,seed_data/images/01_traditional_clothing/image_106_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0107,seed_data/images/01_traditional_clothing/image_107_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0108,seed_data/images/01_traditional_clothing/image_108_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0109,seed_data/images/01_traditional_clothing/image_109_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0110,seed_data/images/01_traditional_clothing/image_110_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0111,seed_data/images/01_traditional_clothing/image_111_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0112,seed_data/images/01_traditional_clothing/image_112_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0113,seed_data/images/01_traditional_clothing/image_113_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0114,seed_data/images/01_traditional_clothing/image_114_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0115,seed_data/images/01_traditional_clothing/image_115_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0116,seed_data/images/01_traditional_clothing/image_116_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0117,seed_data/images/01_traditional_clothing/image_117_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0118,seed_data/images/01_traditional_clothing/image_118_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0119,seed_data/images/01_traditional_clothing/image_119_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0120,seed_data/images/01_traditional_clothing/image_120_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0121,seed_data/images/01_traditional_clothing/image_121_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0122,seed_data/images/01_traditional_clothing/image_122_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0123,seed_data/images/01_traditional_clothing/image_123_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0124,seed_data/images/01_traditional_clothing/image_124_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0125,seed_data/images/01_traditional_clothing/image_125_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0126,seed_data/images/01_traditional_clothing/image_126_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0127,seed_data/images/01_traditional_clothing/image_127_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0128,seed_data/images/01_traditional_clothing/image_128_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0129,seed_data/images/01_traditional_clothing/image_129_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0130,seed_data/images/01_traditional_clothing/image_130_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0131,seed_data/images/01_traditional_clothing/image_131_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0132,seed_data/images/01_traditional_clothing/image_132_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0133,seed_data/images/01_traditional_clothing/image_133_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0134,seed_data/images/01_traditional_clothing/image_134_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0135,seed_data/images/01_traditional_clothing/image_135_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0136,seed_data/images/01_traditional_clothing/image_136_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0137,seed_data/images/01_traditional_clothing/image_137_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0138,seed_data/images/01_traditional_clothing/image_138_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0139,seed_data/images/01_traditional_clothing/image_139_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0140,seed_data/images/01_traditional_clothing/image_140_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0141,seed_data/images/01_traditional_clothing/image_141_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0142,seed_data/images/01_traditional_clothing/image_142_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0143,seed_data/images/01_traditional_clothing/image_143_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0144,seed_data/images/01_traditional_clothing/image_144_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0145,seed_data/images/01_traditional_clothing/image_145_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0146,seed_data/images/01_traditional_clothing/image_146_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0147,seed_data/images/01_traditional_clothing/image_147_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0148,seed_data/images/01_traditional_clothing/image_148_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0149,seed_data/images/01_traditional_clothing/image_149_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0150,seed_data/images/01_traditional_clothing/image_150_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0151,seed_data/images/01_traditional_clothing/image_151_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0152,seed_data/images/01_traditional_clothing/image_152_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0153,seed_data/images/01_traditional_clothing/image_153_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0154,seed_data/images/01_traditional_clothing/image_154_1.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0155,seed_data/images/01_traditional_clothing/image_155_1.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0156,seed_data/images/01_traditional_clothing/image_156_1.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0157,seed_data/images/01_traditional_clothing/image_157_1.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0158,seed_data/images/01_traditional_clothing/image_158_1.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0159,seed_data/images/01_traditional_clothing/image_159.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0160,seed_data/images/01_traditional_clothing/image_160.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0161,seed_data/images/01_traditional_clothing/image_161.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0162,seed_data/images/01_traditional_clothing/image_162.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0163,seed_data/images/01_traditional_clothing/image_163.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0164,seed_data/images/01_traditional_clothing/image_164.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0165,seed_data/images/01_traditional_clothing/image_165.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0166,seed_data/images/01_traditional_clothing/image_166.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0167,seed_data/images/01_traditional_clothing/image_167.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0168,seed_data/images/01_traditional_clothing/image_168.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0169,seed_data/images/01_traditional_clothing/image_169.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0170,seed_data/images/01_traditional_clothing/image_170.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0171,seed_data/images/01_traditional_clothing/image_171.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0172,seed_data/images/01_traditional_clothing/image_172.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0173,seed_data/images/01_traditional_clothing/image_173.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0174,seed_data/images/01_traditional_clothing/image_174.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0175,seed_data/images/01_traditional_clothing/image_175.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0176,seed_data/images/01_traditional_clothing/image_176.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0177,seed_data/images/01_traditional_clothing/image_177.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0178,seed_data/images/01_traditional_clothing/image_178.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0179,seed_data/images/01_traditional_clothing/image_179.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0180,seed_data/images/01_traditional_clothing/image_180.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0181,seed_data/images/01_traditional_clothing/image_181.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0182,seed_data/images/01_traditional_clothing/image_182.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0183,seed_data/images/01_traditional_clothing/image_183.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0184,seed_data/images/01_traditional_clothing/image_184.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0185,seed_data/images/01_traditional_clothing/image_185.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0186,seed_data/images/01_traditional_clothing/image_186.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0187,seed_data/images/01_traditional_clothing/image_187.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0188,seed_data/images/01_traditional_clothing/image_188.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0189,seed_data/images/01_traditional_clothing/image_189.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0190,seed_data/images/01_traditional_clothing/image_190.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0191,seed_data/images/01_traditional_clothing/image_191.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0192,seed_data/images/01_traditional_clothing/image_192.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0193,seed_data/images/01_traditional_clothing/image_193.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0194,seed_data/images/01_traditional_clothing/image_194.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0195,seed_data/images/01_traditional_clothing/image_195.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0196,seed_data/images/01_traditional_clothing/image_196.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0197,seed_data/images/01_traditional_clothing/image_197.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0198,seed_data/images/01_traditional_clothing/image_198.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0199,seed_data/images/01_traditional_clothing/image_199.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0200,seed_data/images/01_traditional_clothing/image_200.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0201,seed_data/images/01_traditional_clothing/image_201.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0202,seed_data/images/01_traditional_clothing/image_202.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0203,seed_data/images/01_traditional_clothing/image_203.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0204,seed_data/images/01_traditional_clothing/image_204.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0205,seed_data/images/01_traditional_clothing/image_205.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0206,seed_data/images/01_traditional_clothing/image_206.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0207,seed_data/images/01_traditional_clothing/image_207.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0208,seed_data/images/01_traditional_clothing/image_208.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0209,seed_data/images/01_traditional_clothing/image_209.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0210,seed_data/images/01_traditional_clothing/image_210.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0211,seed_data/images/01_traditional_clothing/image_211.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0212,seed_data/images/01_traditional_clothing/image_212.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0213,seed_data/images/01_traditional_clothing/image_213.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0214,seed_data/images/01_traditional_clothing/image_214.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0215,seed_data/images/01_traditional_clothing/image_215.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0216,seed_data/images/01_traditional_clothing/image_216.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0217,seed_data/images/01_traditional_clothing/image_217.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0218,seed_data/images/01_traditional_clothing/image_218.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0219,seed_data/images/01_traditional_clothing/image_219.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0220,seed_data/images/01_traditional_clothing/image_220.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0221,seed_data/images/01_traditional_clothing/image_221.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0222,seed_data/images/01_traditional_clothing/image_222.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0223,seed_data/images/01_traditional_clothing/image_223.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0224,seed_data/images/01_traditional_clothing/image_224.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0225,seed_data/images/01_traditional_clothing/image_225.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0226,seed_data/images/01_traditional_clothing/image_226.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0227,seed_data/images/01_traditional_clothing/image_227.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0228,seed_data/images/01_traditional_clothing/image_228.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0229,seed_data/images/01_traditional_clothing/image_229.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0230,seed_data/images/01_traditional_clothing/image_230.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0231,seed_data/images/01_traditional_clothing/image_231.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0232,seed_data/images/01_traditional_clothing/image_232.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0233,seed_data/images/01_traditional_clothing/image_233.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0234,seed_data/images/01_traditional_clothing/image_234.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0235,seed_data/images/01_traditional_clothing/image_235.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0236,seed_data/images/01_traditional_clothing/image_236.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0237,seed_data/images/01_traditional_clothing/image_237.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0238,seed_data/images/01_traditional_clothing/image_238.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
img_0239,seed_data/images/01_traditional_clothing/image_239.jpg,Traditional Clothing,True,Southwest,Graduation,mid-range
img_0240,seed_data/images/01_traditional_clothing/image_240.jpg,Traditional Clothing,True,Centre,Cultural Festival,premium
img_0241,seed_data/images/01_traditional_clothing/image_241.jpg,Traditional Clothing,True,Northwest,Wedding,mid-range
img_0242,seed_data/images/01_traditional_clothing/image_242.jpg,Traditional Clothing,True,West,Traditional Ceremony,premium
img_0243,seed_data/images/01_traditional_clothing/image_243.jpg,Traditional Clothing,True,Littoral,Funeral,mid-range
